종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"138610","나이벡","358025976000","31500","11365904","11365904","0","2025-09"
"130580","나이스디앤비","90860000000","5900","15400000","15400000","0","2025-09"
"036800","나이스정보통신","240238625000","27500","8735950","10000000","1264050","2025-09"
"267320","나인테크","216040063680","3780","57153456","57415295","261839","2025-09"
"001260","남광토건","87824003160","8940","9823714","9832572","8858","2025-09"
"008350","남선알미늄","164317681570","1273","129079090","129079090","0","2025-09"
"004270","남성","24619474782","786","31322487","36212160","4889673","2025-09"
"003920","남양유업","299023914000","51000","5863214","6000000","136786","2025-09"
"025860","남해화학","364410082000","7600","47948695","49678843","1730148","2025-09"
"111710","남화산업","86469600000","4200","20588000","20588000","0","2025-09"
"091590","남화토건","44553300000","3795","11740000","11740000","0","2025-09"
"168330","내츄럴엔도텍","93772822770","2970","31573341","31754900","181559","2025-09"
"094860","네오리진","37641778500","1500","25094519","25110014","15495","2025-09"
"253590","네오셈","688909795020","16210","42499062","43869164","1370102","2025-09"
"212560","네오오토","112912815840","9560","11810964","11812241","1277","2025-09"
"095660","네오위즈","537315001600","27200","19754228","21856816","2102588","2025-09"
"042420","네오위즈홀딩스","174474877000","28300","6165190","8366283","2201093","2025-09"
"311390","네오크레마","62636340555","4985","12564963","12653789","88826","2025-09"
"085910","네오티스","216722206800","16200","13377914","13934818","556904","2025-09"
"092730","네오팜","315953371200","20200","15641256","16027989","386733","2025-09"
"290660","네오펙트","53673148152","702","76457476","76457476","0","2025-09"
"153460","네이블","48909804860","7490","6530014","6530014","0","2025-09"
"007390","네이처셀","1527110827200","23700","64435056","64435056","0","2025-09"
"033640","네패스","409992611560","17780","23059202","23059202","0","2025-09"
"330860","네패스아크","252818933750","20750","12184045","12184045","0","2025-09"
"351320","넥사다이내믹스","34328838522","1191","28823542","28823752","210","2025-09"
"005720","넥센","361218390500","7450","48485690","53543977","5058287","2025-09"
"002350","넥센타이어","889511690500","9250","96163426","97667877","1504451","2025-09"
"089140","넥스턴앤롤코리아","38839898750","2605","14909750","14916234","6484","2025-09"
"389650","넥스트바이오메디컬","582475906000","71000","8203886","8203886","0","2025-09"
"137940","넥스트아이","22156592230","265","83609782","85368992","1759210","2025-09"
"396270","넥스트칩","106329697785","3235","32868531","32868531","0","2025-09"
"348210","넥스틴","824891025200","80900","10196428","10477005","280577","2025-09"
"092790","넥스틸","332045540000","12770","26002000","26002000","0","2025-09"
"225570","넥슨게임즈","769114394060","12230","62887522","65860174","2972652","2025-09"
"205500","넥써쓰","115835021302","1886","61418357","61419792","1435","2025-09"
"217270","넵튠","221488847920","4930","44926744","46735643","1808899","2025-09"
"251270","넷마블","4694850918300","57300","81934571","85953502","4018931","2025-09"
"104620","노랑풍선","86406237280","5140","16810552","16810552","0","2025-09"
"090350","노루페인트","181000000000","9050","20000000","20000000","0","2025-09"
"000320","노루홀딩스","269028191250","26250","10248693","13291151","3042458","2025-09"
"473980","노머스","243813950100","22050","11057322","11057322","0","2025-09"
"194700","노바렉스","265533240000","15000","17702216","18754848","1052632","2025-09"
"285490","노바텍","242980920000","26000","9345420","10575831","1230411","2025-09"
"145170","노브랜드","66486306600","4050","16416372","16908405","492033","2025-09"
"106520","노블엠앤비","15902299386","411","38691726","38695952","4226","2025-09"
"376930","노을","97453513700","1900","51291323","51291323","0","2025-09"
"486990","노타","750605856000","35200","21324030","21324030","0","2025-09"
"006280","녹십자","1969914522800","172600","11413178","11686538","273360","2025-09"
"142280","녹십자엠에스","83488995840","3840","21741926","21741926","0","2025-09"
"234690","녹십자웰빙","169288883640","9540","17745166","17752276","7110","2025-09"
"005250","녹십자홀딩스","731977955100","16290","44934190","47028210","2094020","2025-09"
"004370","농심","2581628190000","442500","5834188","6082642","248454","2025-09"
"072710","농심홀딩스","463779000000","100000","4637790","4637790","0","2025-09"
"054050","농우바이오","135458240450","8450","16030561","16030561","0","2025-09"
"069140","누리플랜","38453553000","2675","14375160","14402564","27404","2025-09"
"040160","누리플렉스","91287718800","8080","11297985","12055535","757550","2025-09"
"332290","누보","47940790272","1216","39424992","39904404","479412","2025-09"
"348340","뉴로메카","964247778000","78000","12362151","12362151","0","2025-09"
"380550","뉴로핏","325336431600","27900","11660804","11660804","0","2025-09"
"060260","뉴보텍","14076185580","1055","13342356","13512009","169653","2025-09"
"463020","뉴엔AI","146062840000","16450","8879200","8879200","0","2025-09"
"123840","뉴온","51648070500","855","60407100","63654307","3247207","2025-09"
"012340","뉴인텍","36718814048","686","53525968","53529537","3569","2025-09"
"462310","뉴키즈온","35053037150","4450","7877087","8185121","308034","2025-09"
"270870","뉴트리","43804900020","4870","8994846","9200224","205378","2025-09"
"144960","뉴파워프라즈마","251697170260","6220","40465783","43692624","3226841","2025-09"
"085670","뉴프렉스","151347257960","6190","24450284","24450761","477","2025-09"
"064260","다날","650939632840","8890","73221556","75377601","2156045","2025-09"
"340360","다보링크","80549383311","1579","51012909","51012909","0","2025-09"
"039560","다산네트웍스","158268373440","4080","38791268","39613981","822713","2025-09"
"208860","다산디엠씨","58156303749","1713","33949973","33949973","0","2025-09"
"154040","다산솔루에타","21414462142","1193","17950094","17950094","0","2025-09"
"058730","다스코","66366435330","3770","17603829","18888941","1285112","2025-09"
"030210","다올투자증권","301323801720","5080","59315709","60911106","1595397","2025-09"
"023590","다우기술","2597681109800","60200","43150849","44866617","1715768","2025-09"
"032190","다우데이타","1145170000000","29900","38300000","38300000","0","2025-09"
"323350","다원넥스뷰","149717828700","18700","8006301","8010772","4471","2025-09"
"068240","다원시스","112009687595","2935","38163437","38163437","0","2025-09"
"145210","다이나믹디자인","16717602924","396","42216169","42236668","20499","2025-09"
"483650","달바글로벌","2129059847000","171800","12392665","12392665","0","2025-09"
"464580","닷밀","46843496505","2545","18406089","18406089","0","2025-09"
"019680","대교","113664380050","1693","67137850","84702850","17565000","2025-09"
"006370","대구백화점","44392999990","5090","8721611","10821611","2100000","2025-09"
"008060","대덕","375859531000","11540","32570150","33890150","1320000","2025-09"
"353200","대덕전자","2885948420000","58400","49416925","49416925","0","2025-09"
"000490","대동","305225847760","11380","26821252","28826865","2005613","2025-09"
"020400","대동금속","25003061440","7840","3189166","3189166","0","2025-09"
"008830","대동기어","218396736000","24300","8987520","8987520","0","2025-09"
"048470","대동스틸","32781496790","3530","9286543","10000000","713457","2025-09"
"008110","대동전자","105136322880","15040","6990447","10490447","3500000","2025-09"
"004780","대륙제관","62022476100","3900","15903199","15903199","0","2025-09"
"005750","대림바스","92614101600","5640","16420940","16672240","251300","2025-09"
"017650","대림제지","81037600000","9980","8120000","8785000","665000","2025-09"
"006570","대림통상","31635391200","2100","15064472","15225000","160528","2025-09"
"389260","대명에너지","361013948750","20150","17916325","17916325","0","2025-09"
"317850","대모","74753291600","8980","8324420","8324420","0","2025-09"
"290670","대보마그네틱","104750037440","14020","7471472","7857660","386188","2025-09"
"078140","대봉엘에스","128422022370","11730","10948169","11086579","138410","2025-09"
"065150","대산F&B","23057900725","145","159020005","159382405","362400","2025-09"
"001680","대상","810763785000","23400","34648025","34648025","0","2025-09"
"084690","대상홀딩스","379869523620","10490","36212538","36212538","0","2025-09"
"036480","대성미생물","28348000000","7460","3800000","3800000","0","2025-09"
"128820","대성산업","331526433900","8850","37460614","45235478","7774864","2025-09"
"117580","대성에너지","234688931980","8630","27194546","27500000","305454","2025-09"
"027830","대성창투","97578000000","1807","54000000","54000000","0","2025-09"
"104040","대성파인텍","98247860392","737","133307816","134067826","760010","2025-09"
"129920","대성하이텍","99296983720","7240","13715053","13715053","0","2025-09"
"016710","대성홀딩스","147741699240","9210","16041444","16089459","48015","2025-09"
"457630","대신밸런스제16호스팩","15387550000","2105","7310000","7310000","0","2025-09"
"471050","대신밸런스제17호스팩","13210800000","2180","6060000","6060000","0","2025-09"
"482690","대신밸런스제19호스팩","12212625000","2175","5615000","5615000","0","2025-09"
"020180","대신정보통신","42463951075","1105","38428915","38428915","0","2025-09"
"003540","대신증권","1862993965000","49000","38020285","50773400","12753115","2025-09"
"045390","대아티아이","337215108945","4785","70473377","70473377","0","2025-09"
"009190","대양금속","54978275626","1273","43187962","43192625","4663","2025-09"
"108380","대양전기공업","304207415400","32900","9246426","9567333","320907","2025-09"
"014160","대영포장","111564207418","1082","103109249","108394549","5285300","2025-09"
"047040","대우건설","3204908616000","7800","410885720","415622638","4736918","2025-09"
"003090","대웅","1138806273500","27850","40890710","58141980","17251270","2025-09"
"069620","대웅제약","1990584710000","173000","11506270","11586575","80305","2025-09"
"007680","대원","53710271280","4020","13360764","13446474","85710","2025-09"
"000430","대원강업","259160000000","4180","62000000","62000000","0","2025-09"
"048910","대원미디어","95466870600","7900","12084414","12578946","494532","2025-09"
"005710","대원산업","307977912000","15370","20037600","20037600","0","2025-09"
"006340","대원전선","322557498135","4185","77074671","77074671","0","2025-09"
"003220","대원제약","254200586540","11860","21433439","22427583","994144","2025-09"
"024890","대원화성","33137548296","813","40759592","41249152","489560","2025-09"
"002880","대유에이텍","47042699762","1006","46762127","46773995","11868","2025-09"
"120240","대정화금","95044780750","13250","7173191","7190391","17200","2025-09"
"003310","대주산업","142100285250","4015","35392350","35392350","0","2025-09"
"078600","대주전자재료","1384797044400","92400","14986981","15480593","493612","2025-09"
"393970","대진첨단소재","66546258600","3730","17840820","17840820","0","2025-09"
"012800","대창","111427383960","1460","76320126","91140499","14820373","2025-09"
"015230","대창단조","173219767800","6870","25213940","28572230","3358290","2025-09"
"096350","대창솔루션","77236431640","2395","32249032","36854762","4605730","2025-09"
"140520","대창스틸","45381847400","2150","21107836","21109243","1407","2025-09"
